,id,img,label,text
6676,30859,img/30859.png,0,parents gets divorced twice as many birthday presents
378,50273,img/50273.png,0,"""where did you learn to make kool-aid like that britney?"""
501,83492,img/83492.png,0,"when someone starts acting all friendly, but you already know what they really are"
3623,26087,img/26087.png,1,"everytime a moslem stands up in congress and tells us they will change the constitution, impeach our president, or vote for socialism, remember you said you would never forget they said they would destroy us from within"
10924,2879,img/02879.png,1,i hate snow it's white and on my land
5385,56973,img/56973.png,0,how to make everyone hate you
796,20819,img/20819.png,0,after a hard day of work mohammed is very tired
11729,10875,img/10875.png,0,go home stoned smile gives it away
3585,96307,img/96307.png,0,"ben was born without eyelids so they circumcised him and used the skin the operation was a success, he's just a little cockeyed!"
9915,27410,img/27410.png,0,party tonight? i'm down
849,69342,img/69342.png,1,starving mexican monkey eating peanuts
1760,59743,img/59743.png,0,gas yourself
130,74391,img/74391.png,0,there must be some way this victimizes me
7534,18935,img/18935.png,0,ford owner blew a rod wasnt talking about his engine
6807,10547,img/10547.png,1,fuck banks fuck indians too
11493,91365,img/91365.png,0,when you find out your new neighbor is cool af
5973,2543,img/02543.png,0,catch me outside how bout dat i'll catch my damn self outside
10067,40316,img/40316.png,0,when dishwasher stops working take it back
5006,19320,img/19320.png,0,this is my neighborhood after the mexicans moved in welcome to the future of america
6925,26945,img/26945.png,0,i cant compare my love of bacon to anything because bacon is the standard that i compare all else to
11615,34261,img/34261.png,0,white kid playing soldier after school
4325,84236,img/84236.png,0,you cant post that
2523,50871,img/50871.png,0,freckles are cute i don't care what you say
6795,69085,img/69085.png,1,i hate women so much i'm not even joking bro
6935,37560,img/37560.png,0,will someone call chuck norris and tell him to please come and get his cat?
3569,49075,img/49075.png,0,"you can't run through a camp ground you can only ran, because it's past tents"
4783,27810,img/27810.png,1,"shoot boy, i ain't racist i've got four black tires and a color tv"
9817,23751,img/23751.png,1,porn casting or terrorist recruitment? -yes i can blow
4863,78314,img/78314.png,1,this steak is so black it's trying to abandon the baby potatoes
3860,95278,img/95278.png,1,when you're the only dog left at the dog shelter and the black family wants to adopt you
5570,2316,img/02316.png,0,they can kill the messenger but they can't kill the message
9110,82197,img/82197.png,0,quaden bayles is a little person from australia
2500,14793,img/14793.png,0,damn it john. leave stevie alone
564,7258,img/07258.png,0,"some crazy rez girls be like: ""if you ever leave me, i'll punch myself in the face and tell cops you did it"""
1767,63712,img/63712.png,1,and that was the last nativity play my son was invited to take part in
7015,47826,img/47826.png,1,mississippi wind chime
252,67823,img/67823.png,0,as much as abdul tried he could not get the fucker into first gear
4544,31095,img/31095.png,0,when you borrow money from grandma and can't pay her back
10887,97185,img/97185.png,1,best odor removers
10371,81395,img/81395.png,0,a role model for women everywhere
1539,91052,img/91052.png,1,life is hard it's harder when you're stupid
10177,13674,img/13674.png,0,hiding from his bath
6293,40597,img/40597.png,1,the difference between moderate muslim and radical muslim moderate muslim follow my allah or i kill you! radical muslim follow my allah or he kill you
1104,76534,img/76534.png,0,saddle up boys!!! time too play cowboys
10502,95260,img/95260.png,1,what's black and screams harvey price answering an iron
5068,89326,img/89326.png,0,happy birthday michael j fox
10273,42850,img/42850.png,0,keep it legal. keep it affordable !
1709,36910,img/36910.png,0,"at first i couldn't shoot then i thought ""shit... that's how i'd want to go!"
2619,6543,img/06543.png,1,"you are finally here, brother-slayer. spawn killer. all that strength and you're still nothing but a nigger"
8772,3519,img/03519.png,1,i'm going home i'm russian
11039,21036,img/21036.png,1,when when germans try to dab
10954,15023,img/15023.png,1,jew jerky: leave out in the sun until all moisture is gone store in a cool dark place for 3 days
4890,92637,img/92637.png,1,"i almost joined the kkk once.. but there weren't enough gay, black women in town to justify me volunteering that much free time"
893,45836,img/45836.png,0,abyssynian slaves in iron collars
691,76814,img/76814.png,0,make the best out of what you have
4063,92038,img/92038.png,0,what's wrong? why are you mad? oh you don't have any more food? that sucks
5954,42983,img/42983.png,0,"i protested trump today mommy oo00h, who's my big boy"
7905,36417,img/36417.png,1,this is how lesbians have sex
6050,1243,img/01243.png,0,"when your human says ""who' s a good girl?"" and you already know it's you"
10136,42507,img/42507.png,1,some habits are hard to stop
1160,84295,img/84295.png,1,when you come home early and catch your 5th son from 3rd wife in an objectionable position with your favoutrite goat
10605,8612,img/08612.png,1,a rare image of someone pull starting an 1823 automated cotton picker..
1671,8476,img/08476.png,0,classic anne frank photo
31,10743,img/10743.png,0,move to new york they said it'll be fun they said
4815,92831,img/92831.png,0,when she say its not you its me bitch its finna be yo eye
2869,72814,img/72814.png,1,yaaahhh africa!
4429,62751,img/62751.png,0,if being racist means i don't want my country turned into a pile of rocks
1146,30548,img/30548.png,0,not sure if you're being funny or stupid
1763,3124,img/03124.png,1,muhammed fixing his calculator
6045,54068,img/54068.png,0,their average height is a 169cm (men) and 159cm (women) a few cm below average
1499,64532,img/64532.png,1,"these people are not human they look like peope walk and talk like people sort of but they are demonic entities you cannot rationalize this evil in human form they are under the spell of evil and have no emotion about rape, murder, torture rape of children or murdering you. your life means nothing to them get it?? nothing"
7737,14078,img/14078.png,1,white people just nasty!!!
12129,90627,img/90627.png,0,this project is tough but it will save the world
12189,42103,img/42103.png,0,the i'm not black but my kids will be face
10612,60534,img/60534.png,1,ooga booga give me rights
6365,57093,img/57093.png,1,when she asks to move in but you already own a dishwasher
10855,26590,img/26590.png,1,what should we do with the infected?
7431,49067,img/49067.png,1,every woman need a good sucking vacuum cleaner
28,64318,img/64318.png,0,when they take too long to blow out the candle
6167,23408,img/23408.png,0,she was born at the same time as mlk jr. though you think of them as different eras
4374,16032,img/16032.png,0,michelle obama sighted sun bathing in afghanistan
609,27139,img/27139.png,0,new military drone to fight isis it explodes on penatration
9734,35687,img/35687.png,0,the most terrifying pirate :)
3089,26370,img/26370.png,1,if being a racist means i don't want my country turned into a pile of rocks & goatshit ruled by a barbaric cult then i'm a racist
12183,36907,img/36907.png,0,what's better than chilling with friends
2333,85092,img/85092.png,0,"when someone thinks they've seen all your crazy but you hit them with some next level shit, like ""surprise bitch!"""
4866,58134,img/58134.png,0,show m an american ghetto and i'll show you a place where white democrats are in power
1505,94205,img/94205.png,0,when your moms plastic an you're a spastic tragedy!!
9454,18367,img/18367.png,0,i love my slow cooker
12188,64357,img/64357.png,0,"kills: 17 million, deaths: 1 fucking camper"
10646,79132,img/79132.png,1,went jihad's
2283,58164,img/58164.png,1,"im not a gay sjw like other femboys im racist and a gamer, daddy uwu"
6330,54179,img/54179.png,1,"i'm an ex-muslim because ""islam"" means ""submission"" and i won't submit my life to the delusion of a child rapist"
8509,31752,img/31752.png,1,when you get to choose your own mental illness
8146,57496,img/57496.png,0,left the kitchen too many times
7655,72136,img/72136.png,0,"when you tell her to get ready to go, but you're just going to walmart"
11465,53148,img/53148.png,0,the white shit emoji
3887,46175,img/46175.png,0,last one there is a rotten fish
6353,59473,img/59473.png,1,"when an indian man marries he scratches the dot off his wife's forehead to see if he's won a gas station, a motel, or a subway restaurant"
4311,6345,img/06345.png,0,"driver: ""what am i supposed to do with this speeding ticket?"" .co "" officer: ""keep it, when you collect four of them, you get a bicycle."""
1859,37296,img/37296.png,0,sandwiches we can do it !
7250,46732,img/46732.png,0,"bitch, i can still smell his nuts on your breath"
1529,43185,img/43185.png,0,it's obvious that he's thinking about another girl i can't believe that the lamb's bride has been the new jerusalem this whole time
6711,8517,img/08517.png,0,when the weekends finally here
10407,40862,img/40862.png,0,so liberating for us to finally be able to be ourselves
5285,80193,img/80193.png,0,"black girl with green contacts? bitch, stop it. you look beautiful naturally"
9993,89136,img/89136.png,0,this was fake news a lot of people don't realise it. please do your research
10183,57128,img/57128.png,0,tag that one friend that does weird shit like this
3662,70529,img/70529.png,0,no i'm on my period no i have diarrea
4876,14908,img/14908.png,1,the floor is jews
8682,64510,img/64510.png,0,mohammad won the contest in putting underwear on goats
2211,87351,img/87351.png,0,when you realize you left the stove on at home
3912,73104,img/73104.png,0,"what's big, yellow and can't swim? a bus full of children"
9315,68530,img/68530.png,1,a fast sandwich maker
9050,75392,img/75392.png,0,hitler used cremation ovens
7198,47391,img/47391.png,0,when the cop sees a black kid
4970,87541,img/87541.png,0,r.i.p to all the black soldiers that died fighting for a country that never fought for them
9794,42189,img/42189.png,0,who let the monkeys out?! we don't know
7299,2719,img/02719.png,1,your black neighbor after you called the cops
3485,47096,img/47096.png,1,i said glass of juice not gas the jews
740,19247,img/19247.png,1,i only wear silk panties cotton ones remind me of slavery
3491,37129,img/37129.png,0,me: puts bag of popcorn into the microwave every one else at the senior center:
11686,7918,img/07918.png,0,human? i'm zooming!!!
2609,80316,img/80316.png,1,it's time for the entire free world to unite against islam because the savages are already united against us
5528,28439,img/28439.png,1,i'z elijah cummings massa i be's a good party of slavery house negro
58,8295,img/08295.png,0,please consider donating water to children in need
289,17832,img/17832.png,0,it's time we make peace with islam
6248,19768,img/19768.png,0,look if you dont vote for me... i'll just import people who will
10447,96802,img/96802.png,1,did you know 100% of the people who stay in their own countries don't get detained and separated from their children at the border
4313,27901,img/27901.png,0,fresh out of bradford bomb jovi
10828,75431,img/75431.png,1,they have big noses ... because air is free
228,12035,img/12035.png,0,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back
5481,26137,img/26137.png,0,"675 days under investigation, constant media slander, no collusion! this man deserves an apology!"
9035,14672,img/14672.png,0,"asian parents be like... ling ling, dinner is ready"
7044,36481,img/36481.png,1,i'm dreaming of a white christmas
8570,64891,img/64891.png,1,lebanon: before muslims after muslims but don't worry! after islam takes over there'll be a golden age.. apparently
6565,25748,img/25748.png,1,"i'm a moderate muslim. that means that while other muslims are putting bombs on your buses and raping your children i'll be telling you that islam is peaceful, protesting when you insult my religion and lobbying your government to take away your free speech. a moderate muslim speaks!"
547,80169,img/80169.png,1,(muslim noises)
11848,57468,img/57468.png,0,happy lgbt month
2128,92354,img/92354.png,0,this is my step ladder i never knew my real ladder
3707,59601,img/59601.png,0,fifty shades of goat an isis love story
7308,71602,img/71602.png,0,"when i see other adults pouring wine and they only fill it half way, i'm like... ...okay, one of us is doing it wrong, and i'm pretty sure its you"
7594,82450,img/82450.png,0,keep us safe from rats
6134,60142,img/60142.png,0,excuse me?!? it is ma'am! ma'am! i will take you outside and show you a sir!
7350,67801,img/67801.png,1,if there is no race it can't be homicide
2733,89561,img/89561.png,1,the worst part about being both black and jewish ? you have to sit in the back of the oven
10674,34762,img/34762.png,1,"you hang up. -no, you hang up"
12240,39172,img/39172.png,0,when you realize you're pregnant because you pull out your tampon but all the cotton was mysteriously picked off
10101,68190,img/68190.png,0,is it a boy or a girl? it's a bomb
880,59261,img/59261.png,0,i wanna see the most fucked up meme. lets see what you got
6760,95872,img/95872.png,0,albanians taking a selfie with a porn star
6656,67325,img/67325.png,0,bombbbssss awayyyyyy
790,52406,img/52406.png,1,do you shop at wal-mart? did you vote for trump? you might be white trash
3384,82943,img/82943.png,1,we got my blind cousin a puppy for christmas
114,57349,img/57349.png,0,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise."""
9134,91847,img/91847.png,0,if mind your business was a person
496,32468,img/32468.png,0,be sure to spay or neuter your spouse today
4094,81679,img/81679.png,0,nazi fitness camp before and after body transformation within hours
12321,7214,img/07214.png,0,if i was arrested what do u think i got arrested 4?
7,70914,img/70914.png,1,tattoos are bad for your health i know 5 million people that had tattoos and they all died
6810,7286,img/07286.png,0,hiltler eating a meal with his family
5032,14652,img/14652.png,0,when your dishwasher asks you to take out the trash i think it has a mind of its own
7345,62840,img/62840.png,1,"schnazi the dachshhund ""i have eliminated the chews"""
9374,56473,img/56473.png,0,knows about you. your family your children everything
2239,52316,img/52316.png,1,the face i make when the media calls bruce jenner catlyn jenner
7571,29576,img/29576.png,0,rock. paper. scissors throat punch!
10596,12945,img/12945.png,1,a never underestimate the danger of large groups of conservative christians!!
11225,54316,img/54316.png,1,when you see the gas bill
2879,72641,img/72641.png,0,do you have a moment to talk about allah?
10072,50783,img/50783.png,1,handjobs sold separately
10516,17524,img/17524.png,0,if she responds to your sarcasm with sarcasm instead of getting offended... she's a fucking keeper
595,6483,img/06483.png,1,"one day, long, long ago, there lived a woman who did not whine, nag or bitch. but it was a long time ago, and it was just one day. ~the end~"
5033,8649,img/08649.png,0,love in the world comes in many forms
6013,7561,img/07561.png,1,"ernie remembers the brave soldiers who fought before him. tonight, he would reenact their bold acts by smashing through his jewish neighbors glass window"
6618,16759,img/16759.png,1,handjobs sold seperately
6513,95817,img/95817.png,0,two sad images from american history
7230,80935,img/80935.png,0,why does the human-slave keep stealing my poop with a tiny shovel?
10701,4638,img/04638.png,1,they should have learned from harry potter. he escaped the chamber
6476,50614,img/50614.png,0,clint eastwood and a monkey
12411,63974,img/63974.png,0,riding a horse backwards
1327,80259,img/80259.png,1,what's the difference between an illegal immigrant and e.t.? e.t. learned to speak english and he wanted to go home!
637,73241,img/73241.png,0,men can be frustrating why can't i ever get a date i'm so lonely
442,74038,img/74038.png,0,when it comes to acting scarlett johansson has amazing tits
10845,75981,img/75981.png,1,get you a man who will never walk out of your life
6982,65231,img/65231.png,0,why god created women? same reason it created men
11368,7398,img/07398.png,0,no matter the situation his smile is creepy!
679,76892,img/76892.png,0,when one of your boy says he's a fan of conor mcgregor
1955,2935,img/02935.png,0,copsuckers be like the whole boot daddy
5134,31058,img/31058.png,1,when you step on landmine but you do not weigh enough
3165,78132,img/78132.png,1,all races unite against islam!
11357,41257,img/41257.png,0,who knows what was going through hitler's mind
330,26305,img/26305.png,0,when you take this girl on a date and she won't stop talking.
11424,20316,img/20316.png,0,probably in ur bed ya weird cunt im nota girl where do pee?
5304,29684,img/29684.png,1,"it's not immigration, it's not asylum seeking it's an invasion!"
12434,90713,img/90713.png,0,great financial news for me this morning. no longer have to send $16 a month to that african kid
11758,26731,img/26731.png,0,when your parents ask what happened to the car
3591,97258,img/97258.png,0,"hi, i'm nate i'm a lesbian in recovery"
8302,53768,img/53768.png,0,a young girl holding a gun
10676,36104,img/36104.png,1,support your local dirty white boys
3445,50163,img/50163.png,0,this muslim guy is walking his goats
3555,61825,img/61825.png,0,i did the math we cant afford the cat
7929,61378,img/61378.png,1,"when liberals defend islam they defend beating women, killing homosexuals, rape,pedophilia, murdering babies, and beheading christians!"
596,64130,img/64130.png,0,the look on your face after killing someone!
3138,29164,img/29164.png,0,"if you think it's okay for iran to have nukes, but not okay for law abiding americans to have guns you might be a dumbass"
8822,92068,img/92068.png,0,still better than mexican
56,25473,img/25473.png,0,and then i told them you're going on a fun camping trip
6879,57120,img/57120.png,1,god will forgive you no matter what you've done sweet
2900,36812,img/36812.png,0,evolution if you don't believe you are idiot
1279,52910,img/52910.png,0,"i was raped in jail, mom dad takes monopoly way too seriously"
1222,27608,img/27608.png,0,ilhan omar a powerful woman of color
3292,93572,img/93572.png,1,i like my refugees like this '' '' ''
4542,29587,img/29587.png,0,texas churches be like... pew pew pew
1309,14092,img/14092.png,0,pineapple on pizza in front of a confederate flag let's see how many people we can get pissed off
1753,18296,img/18296.png,1,your milkshake brings all the tards to the yard
7073,47628,img/47628.png,0,when your troop respects you as the alpha
3338,10329,img/10329.png,0,mom.. this horse smells funny!
2759,67130,img/67130.png,0,when you eat her ass and then she say that she don't suck dick... wayment
2293,41389,img/41389.png,1,it's simple really white people are stupid they do dumb shit like this all the time
7449,63052,img/63052.png,0,when your son claims he can lead the troop
3926,96238,img/96238.png,0,"hey i just met you and this is crazy, but here's mein number so call me maybe"
2577,94506,img/94506.png,0,we cannot allow birth control we will run out of children to molest
2154,8546,img/08546.png,0,i'm not saying you are a slut but you are easier than poland
9524,29054,img/29054.png,1,broken dishwasher
11872,52369,img/52369.png,0,how to pick up a trash from the floor:
6171,81047,img/81047.png,0,fuck that puto!
9441,32049,img/32049.png,0,"german british danish austrian diversity. apparently we don't have it and these guys do: iraqi, pakistani, syrian, egyptian"
5097,48567,img/48567.png,1,got any choc isis ?
2809,37180,img/37180.png,1,look dad im doing it you did it tyrone! you stole your first bike
1811,23806,img/23806.png,1,a recent survey reported that 3/4 of men don't know how to turn on the dishwasher  i find that licking her nipples and a light fingering usually does the trick!
8415,75082,img/75082.png,1,in order for the black man to live the negro has got to die death to the negro
2208,46857,img/46857.png,0,when people get added... when people real ize what kind of group this really is..
3300,70826,img/70826.png,1,this time. our president is not your muslim brother
1734,87261,img/87261.png,1,how many nails are there in a lesbian's coffin? none. it's all tongue and groove
1803,19507,img/19507.png,0,who listens to ariana grande's music!
7946,60927,img/60927.png,0,"i'm so patriotic i piss red, white, and blue. the doctor told me it might be pancreatic cancer. i told him to shut his commie mouth"
5401,50934,img/50934.png,1,"i saw a fat girl with a guess shirt on, so i approached her and said ""380 lbs?"""
10577,43186,img/43186.png,1,i'm down like a clown charlie brown
1113,53194,img/53194.png,1,what's the difference between an elevator and a black guy... an elevator can raise a kid
3344,47308,img/47308.png,1,show me your bare naked ankles you dirty whore
6425,3279,img/03279.png,0,aren't you tried of my jokes!
11136,40876,img/40876.png,1,partial arts
1419,25093,img/25093.png,0,should the government... no
3919,90846,img/90846.png,0,white people is this a shooting range
10181,81752,img/81752.png,0,me: i promise i won't get caught up in my stories me 3 drinks later: and there was ghost!
9617,87039,img/87039.png,1,this makes me puke send all of them back home
2786,10483,img/10483.png,1,"you're a rapist, you're a rapist, all mexicans are rapists!"
967,56274,img/56274.png,0,when she on top & you trynna catch a titty
1336,94278,img/94278.png,0,stop it! i'm trying to work with dishwasher
6444,62971,img/62971.png,0,"anything * y o u * can do, i can do better i can do anything better than you ! !"
8819,43092,img/43092.png,0,pretty much sums up islam
7700,17649,img/17649.png,0,can you see the difference?
9763,51482,img/51482.png,1,leave that one alone bill he's my weed man
3985,10693,img/10693.png,0,the enemy within ilhan omar linda sarsour rashida tlaib the enemy has infiltrated congress
2407,56981,img/56981.png,0,my grand father died at auschwitz he got drunk and fell out of this guard tower
586,84120,img/84120.png,0,when u tryin to be cute but she gotta make everything sexual
8915,84036,img/84036.png,0,militant dressed as martyr
8187,79165,img/79165.png,1,who were the fastest readers in the world? the 9/11 victims cause they went through 87 stories in 10 seconds
6648,2576,img/02576.png,0,this is a snakes mouth it all makes fucking sense now
12226,28497,img/28497.png,0,if you ever feel down just remember there are people that are down their whole life
6784,93016,img/93016.png,1,drinking wine is bad drinking camel piss is good
2732,74802,img/74802.png,1,for gay pride month i'd love to pump a gallon of my aids infected homo milk up your large intestine!
3586,52108,img/52108.png,0,thirsty much ?
7186,34970,img/34970.png,1,muslims in 2001 muslim in congress 2019 defund homeland security
6147,46970,img/46970.png,1,"as a group of feminists walk by, telly shouts ""go make me a sandwich!"" while kermit begins to whip out his dick"
1356,29083,img/29083.png,0,when you've already explained why your mad 3 times & he still don't get it let's just fight
645,72893,img/72893.png,1,islam is the religion of peace! don't believe me? then i will blow you up
5793,5617,img/05617.png,0,"& chill i thought i you said netflix no i said ""here, take this pill"
817,51746,img/51746.png,0,we should all be like muslims and not eat pork bc pigs are too cute
8086,78214,img/78214.png,0,i win again! parkinson's center
11119,35972,img/35972.png,1,how to put a refugee baby to sleep in less than one minute
8618,19523,img/19523.png,0,they see them rollin.... they hating..
795,38069,img/38069.png,0,morgan freeman morgan not-so-freeman
5577,60839,img/60839.png,1,when each letter is a mental disorder
4855,24109,img/24109.png,0,pride week
1431,72634,img/72634.png,0,check out these sweet new scrubs
6862,82310,img/82310.png,0,answer the phone . no signal out here! haha
5019,6987,img/06987.png,1,that look you give when you got your fix but not your kids
7185,9213,img/09213.png,1,boys are the devil
744,89102,img/89102.png,1,my aunt gonna make you white devils pay for her grandmother owning slaves
7266,27603,img/27603.png,0,wear a full burqa and nobody says anything change the cloth to white and everyone loses their mind
5868,38702,img/38702.png,0,did we just become best friends? yep! wanna trade fucked up memes? yep!
2708,62947,img/62947.png,0,"when your ex says ""you won't find a b*tch half the woman i am"""
6777,38201,img/38201.png,0,your birthday's good... but it needs more cowbell
12270,30216,img/30216.png,0,can afford to travel from romania to london still picks your pocket
4709,65804,img/65804.png,1,"""so i'm expected to walk on eggshells in my own country just so i don't offend some 7th century islamic goat humpers who ain't figured out yet this is the 21st century???"" ""what the hell kinda meat headed bullshittery do you call that?!??"""
639,79613,img/79613.png,0,time to kill some motherfuckers!!
2380,45931,img/45931.png,1,i'm not a racist my shadow is black
4310,95763,img/95763.png,1,i was gonna make a muslim joke but they always blow up in your face gotta be careful
9171,54069,img/54069.png,1,when you decide to go full gas
9178,65832,img/65832.png,1,why love one but eat the other ? i don't get it
2395,67835,img/67835.png,1,i think i almost got my dishwasher working
7014,58367,img/58367.png,1,"we are coming to america one way or another! we will rape, pillage, riot & reap havoc on your nation while stealing your welfare"
2464,70614,img/70614.png,0,burning them was a great public service
2250,65378,img/65378.png,0,drink bleach.. then you can be white on the inside and out!
12047,61074,img/61074.png,0,found this old photo of our grand parents on their quad
11266,93784,img/93784.png,1,turn your dishwasher into a snow remover
8846,74965,img/74965.png,0,some people some other people
1970,13045,img/13045.png,0,an amazingly realistic wax figure of anne frank
7409,59678,img/59678.png,0,me thinking about lunch 5min after clocking in
8550,68192,img/68192.png,1,scientist are working hard to cure them all
11712,23087,img/23087.png,0,banging a ketchup bottle not fun for a hungry man
7954,80251,img/80251.png,0,we talked about it i agreed dinner would be ready on time in the future
9250,94560,img/94560.png,1,and for my next class project!
11985,42389,img/42389.png,0,d pray that all seek to repent
6701,8961,img/08961.png,1,what was hitler's favorite race? nazi jews
11842,20871,img/20871.png,0,birthday candle casting yes i can blow
5402,43560,img/43560.png,0,"i am not the best, but i promise i will love you with all my heart"
7782,36102,img/36102.png,0,questioning america's support for fascist israel ... is unacceptable
10442,21903,img/21903.png,0,we're all americans and we're in this together
7852,64197,img/64197.png,1,"muslims zombies both carry a virulent disease that transforms the host into a mindless, irrational, and above all violent creature"
888,92081,img/92081.png,0,this is a snakes mouth it all makes fucking sense now
9684,32907,img/32907.png,0,organic vegetable
1841,20146,img/20146.png,0,six months ago i couldn't spell kongris now lare one!!!
5189,23106,img/23106.png,0,digging up something to do is hard guess necrophilia isn't for everyone
4621,61408,img/61408.png,0,when you don't know who to call the police or the rspca
8319,87406,img/87406.png,0,"""democrats have a difficult time connecting with voters because of how smart we are... because we know so much."" ~ sen. mazie hirono (d hi)"
9481,47016,img/47016.png,1,"last summer camp was so ""lit"""
2744,14569,img/14569.png,0,i need someone to look at me the way he looking at that candy
10191,38764,img/38764.png,1,there's only one race the human race and that thing on the right? that's a monkey in human clothes
1513,31472,img/31472.png,0,when your step sister says she wants to have a forehead competition
4441,29740,img/29740.png,0,when a person tells you that your meme meme or joke was heavily offensive i can go lower
1611,87263,img/87263.png,1,trump the messiah of white trash racists
222,81734,img/81734.png,0,when instincts take over
9264,31208,img/31208.png,1,maybe if we weren't consistent sources of crime we'd be treated better
11427,13947,img/13947.png,0,cute ponytail!
1572,67312,img/67312.png,0,the 70's $5 to see the greatest band live in concert 2000's $100 to see a laptop... live
9048,1768,img/01768.png,0,when you're so happy n to be with family
6603,86237,img/86237.png,0,when a new hire tries to tell you how to do your job who the fuck is you?
6377,70243,img/70243.png,1,oh boy i cant wait to pray at my favorite mosque on march 15th 2019
9244,73945,img/73945.png,0,jamal is holding a gun
9538,9863,img/09863.png,0,diverse group of women
4642,17356,img/17356.png,0,nothing is stronger than love except a tiger ii
5631,89156,img/89156.png,1,asked my middle eastern coworker if he was going to blow something up this week
12205,7369,img/07369.png,0,when you found your wife is cheating on you ya allah
5430,58703,img/58703.png,0,want to know who gives a fuck? prostitutes
3301,12983,img/12983.png,0,laughter really is the best medicine
6083,3794,img/03794.png,1,tranny jesus died for your eyebrows
1416,51367,img/51367.png,1,becomes a woman immediately kills a person driving
5015,23968,img/23968.png,0,good guy police officer capturing them young
5657,65183,img/65183.png,0,poor children of every color picked cotton open a book and gain some knowledge
4867,82761,img/82761.png,1,"if your phone gets wet, try putting it in dry rice at night, the rice will attract asians who will fix your electronics for you"
964,71403,img/71403.png,0,"half my problems are caused by my tone of voice & sarcasm everyone thinks i'm either mad, arguing, or just an asshole while actually i'm just talking"
3780,73219,img/73219.png,0,when you and your homie load each other's dishwashers
8612,91836,img/91836.png,1,one of my 5 boyfriends slept with another girl i'll never trust men again!
10109,13074,img/13074.png,0,when your dive instructor starts yelling in arabic
7332,13865,img/13865.png,1,getting stoned in america can be expensive in my country it is free for everyone
5222,87230,img/87230.png,1,"since 1980 324,000 thousand black peoplehave been murdered by other black people thats more then the soldiers who were killed in the iraq war, korean war and vietnam combined now do you see a problem?"
9980,90845,img/90845.png,1,"feeling bored, might attack a mosque later lol"
6571,59304,img/59304.png,0,getting ready to head out and paint the town red
9720,70456,img/70456.png,0,jewish children today should remember how lucky they are today
6715,25318,img/25318.png,1,is it just me or does justin bieber look like a 35 year old lesbian?
12269,40361,img/40361.png,0,when i grow up i want to be a gas plumber
2039,3681,img/03681.png,0,when you're muslim but you have oil
12103,96308,img/96308.png,0,life has its ups and downs
12445,18702,img/18702.png,0,"if they're in a relationship, who makes the sandwiches?"
11706,64310,img/64310.png,0,how do you get a girls number? don't be an asshole like this guy
12053,97621,img/97621.png,0,go home stoned eyes give nothing away
10094,30576,img/30576.png,1,why don't they eat pussy? too close because it's to the gas chamber
2538,58190,img/58190.png,1,only two things come from muslim countries pedophiles and goat fuckers! which are you mohammed?
768,81975,img/81975.png,1,best thing about an ethiopian blowjob?... you know shes gonna swallow!!!
10921,97012,img/97012.png,1,i'm this pretty because both my parents are white
6630,1734,img/01734.png,0,and that was the last time we let uncle larry babysit
12416,13978,img/13978.png,0,be careful who you call ugly in high school
3805,97601,img/97601.png,0,"this is how a snake's mouth looks from the inside, i think everything is clear now"
8562,83497,img/83497.png,0,different types of radicalization
10952,37854,img/37854.png,1,gas yourself
6797,15260,img/15260.png,0,"the face they make when you've left the ""plantation"" and you no longer think like them"
3593,12063,img/12063.png,0,when your goat tells you oh no! she ain't on the pill
7879,49536,img/49536.png,0,hillary clinton caught telling the truth! april fools!
10372,60721,img/60721.png,1,when you see the gas bill
454,87049,img/87049.png,0,pauline hanson warns: obey our our rules our rules or go back where you came from!
7161,37628,img/37628.png,1,when your uber driver arrives but you're probably safer driving drunk
2649,30957,img/30957.png,1,30% of women should have just shut fuck up
7247,40293,img/40293.png,1,"i don't see ""color"" or ""race"" because i make sure to surround myself only with white people"
11364,41283,img/41283.png,0,"my name is cra gonna love this, every single house here recycles"
4148,95031,img/95031.png,0,if you hold it up to your ear you can hear police
11778,39217,img/39217.png,0,when your test comes back and you got a 100
11414,41967,img/41967.png,0,so this is what being black is like
1212,75380,img/75380.png,1,i hate christians  they all make generalizations about people
10494,62085,img/62085.png,1,"""lynch said her greatest fear is the incredibly disturbing rise of of - anti-muslim rhetoric"""" ....not the incredibly disturbing rise of radical islamic terrorists"
9573,14267,img/14267.png,1,when you beat up a black kid and get arrested for propriety damage
3715,83206,img/83206.png,1,"yes man, you were right... i could have killed all the jews, but i left some of them to let you know why i was killing them"
5031,96183,img/96183.png,1,when your dishwasher is broken so you take it back to walmart to get a new one
1743,6847,img/06847.png,0,matte black gloss black
3600,36179,img/36179.png,0,"you thought hillary was in the clear? oh cupcake, have i got a surprise for you!"
3256,41203,img/41203.png,0,you need yo ass beat
819,21408,img/21408.png,1,"i'm uncertain where i stand on abortion.. i like killing babies, but hate the idea of giving women a choice"
5911,72605,img/72605.png,1,nazi war criminal gives one last sieg h owing his allegiance to his fuhrer befo being hung at the nuremberg trials colorized
4085,16297,img/16297.png,1,"so, you think by being a muslim sympathizer, this will somehow keef us from killing you ? you are a special kind of stupid"
12284,23168,img/23168.png,0,"when your dad come back after 18 years saying ""damn that line at walmart aint no joke"""
10660,53021,img/53021.png,1,muslim windchime
6067,95214,img/95214.png,0,"big bird's species were mostly scavengers but like the turkey vulture, they would attack weakened prey"
